Filename,Labels
5JWfWouuBgk.mp3,Squeal
5jWvAxjG0kg.mp3,"Bicycle,Vehicle,Speech"
5k6EjPymsRc.mp3,"Bird,Bird vocalization, bird call, bird song,Fowl,Chirp, tweet,Crowing, cock-a-doodle-doo,Gobble,Chicken, rooster"
5kAu9Yd7beQ.mp3,"Music,Maraca"
5kKO829ztPY.mp3,Music
5klZXwLl8fY.mp3,"Laughter,Snicker,Speech,Livestock, farm animals, working animals,Animal"
5kM5TBYx07g.mp3,"Boat, Water vehicle,Ship,Wind noise (microphone)"
5KmTJpLRfVI.mp3,"Telephone dialing, DTMF,Speech"
5ktPUyotcbc.mp3,"Wind instrument, woodwind instrument"
5KvjUzQbMT4.mp3,"Cymbal,Drum kit,Drum roll,Hi-hat,Rimshot,Snare drum,Bass drum,Percussion"
5KWTAq3GkfA.mp3,"Cat,Meow,Animal"
5kxQ5b-DUi8.mp3,Buzzer
5kY6-DsrAk8.mp3,Lullaby
5L-sKSpgHwk.mp3,"Music,Speech"
5L2OEz2vm8s.mp3,"Music,Female singing"
5LFJoFQNX1o.mp3,"Railroad car, train wagon,Rail transport,Train"
5lHSxTgoVmU.mp3,"Jazz,Soundtrack music"
5LK5QxIu8xw.mp3,"Engine,Engine starting"
5LmfBPI5cWE.mp3,"Domestic animals, pets,Speech,Dog,Animal"
5lMT6xiNFdA.mp3,Music
5lNDlR80tsY.mp3,Scissors
5lNTPOv9fSE.mp3,"Cat,Biting,Animal,Inside, small room"
5LoeIWhgsMU.mp3,"Boat, Water vehicle"
5ltzekqKM7k.mp3,"Keys jangling,Speech"
5m-a00sSkzY.mp3,"Singing,Psychedelic rock"
5m2gMM1rt70.mp3,"Dishes, pots, and pans"
5m2zJ5Wc9MQ.mp3,Sitar
5MAX6bUSf4s.mp3,"Wind instrument, woodwind instrument"
5MFIVBfcVFE.mp3,Bouncing
5mLYN-F2Oek.mp3,Music
5mmUQUwr6tI.mp3,Jazz
5mugxHG4Ra4.mp3,"Music,Vehicle,Vehicle horn, car horn, honking,Speech"
5MVk6kFDzIY.mp3,Music
5mzOpJOd1aE.mp3,"Smash, crash"
5n0xq6pE_mg.mp3,White noise
5n2fmCkTJjI.mp3,"Music,Speech"
5nBcyKL05Ok.mp3,"Domestic animals, pets,Whimper (dog)"
5nJr7iar6ZM.mp3,"Music,Classical music"
5nLvPfNqUYM.mp3,Single-lens reflex camera
5NqDdoLAUjE.mp3,Fire
5nWv-9CrC_Y.mp3,Music
5nyaSMbAx3I.mp3,Engine knocking
5o1bCqc_vOs.mp3,Female singing
5O8f7_dWon4.mp3,Whip
5OEGEeRF1nk.mp3,Gurgling
5oHnW1qeStM.mp3,Tick-tock
5OHslBBiUDk.mp3,"Chop,Wood"
5oIP4I0Wkas.mp3,Biting
5oirFKi6Sfo.mp3,"Vehicle,Car,Race car, auto racing"
5olLmBlOlag.mp3,Sidetone
5otuWD5-Zhc.mp3,Church bell
5oW7L78CCDU.mp3,Music
5OXcmim3SFQ.mp3,"Thump, thud"
5P3aq2BJYa0.mp3,"Toot,Car,Outside, urban or manmade"
5p4U73IGviw.mp3,Mouse
5P5XAclO8ko.mp3,Christian music
5PBF8IwhpsI.mp3,Typing
5PbIH_kMyis.mp3,"Bark,Dog,Animal"
5perV0v6lkk.mp3,"Engine,Vehicle,Medium engine (mid frequency)"
5pIdH6p3kuo.mp3,"Guitar,Music,Musical instrument,Strum,Plucked string instrument,Child singing"
5PJBGhTmQXs.mp3,"Speech,Child singing"
5pN_pZKmaCE.mp3,"Music,Speech"
5Ppfi-D2smw.mp3,Flamenco
5pr4K4sTDE4.mp3,White noise
5PU-Qwjb-ks.mp3,Sigh
5pWNW2guTQ8.mp3,Speech
5P_1NuHrDks.mp3,Music
5Q0BeLAO_b4.mp3,Reversing beeps
5Q1c6Q830-o.mp3,Music
5q7tYj7V9-w.mp3,"Chewing, mastication"
5Q9SNbMA11Y.mp3,"Motor vehicle (road),Accelerating, revving, vroom,Vehicle,Car"
5QBloWQvWgo.mp3,"Howl,Inside, small room"
5qc5LE_OAtE.mp3,Tuning fork
5QdaRuKC8J4.mp3,"Filing (rasp),Wood"
5qEH4TKwfy8.mp3,Stomach rumble
5qFr-ZRopQ4.mp3,Engine
5qHyWRlVNO4.mp3,"Jingle, tinkle"
5qi5sjbJM08.mp3,"Accelerating, revving, vroom"
5qr5gCk68wg.mp3,"Music,Speech"
5qT5hnHjy2g.mp3,Jet engine
5QvAS7ornG4.mp3,"Music,Air brake"
5R0l0C2qI-k.mp3,Sonar
5r4jLwjj_Ik.mp3,Brass instrument
5REg4leddqM.mp3,Arrow
5rjQU4vOIlw.mp3,Harmonica
5RmL4RxyOXk.mp3,Music
5RoKxU3wYZQ.mp3,Buzzer
5rPakrW-jCY.mp3,Speech
5rpxmjeFtgE.mp3,Music
5rsQHo-6DI4.mp3,Christian music
5RU-M8IaSTo.mp3,Mantra
5rXI0sVTKlc.mp3,Timpani
5rYob3CcUi4.mp3,"Trickle, dribble"
5S-RAgudnww.mp3,Croak
5s0oF2fMOtg.mp3,Plop
5s0yPPrQWxs.mp3,Reggae
5sIobjytu78.mp3,Throbbing
5soA2gEcOYw.mp3,"Music,Oink"
5sq7yL2Ey8I.mp3,Lawn mower
5SQrF8RGreg.mp3,Pump (liquid)
5StmFpzVQBg.mp3,Drum and bass
5TcG8gYO7ow.mp3,"Marimba, xylophone,Mallet percussion"
5TeNq3WAOjw.mp3,Applause
5TGCFGsQIx0.mp3,Sine wave
5TjsOc2qc-s.mp3,Female singing
5tNOauvQWQQ.mp3,Singing bowl
5tOj-p8ANmM.mp3,"Music,Domestic animals, pets,Speech,Dog,Animal"
5tPxFKI6BrQ.mp3,Sliding door
5Tq56BN8PCQ.mp3,Music
5tRNPTLRZqI.mp3,"Music,Classical music,Steelpan"
5TygsGEEVi4.mp3,"Liquid,Speech"
5tYoOu6OsmM.mp3,Belly laugh
5TzDcdFw3V8.mp3,"Chatter,Children playing"
5u5LZ-DN3iA.mp3,Music
5u6fJ9Ieflw.mp3,Music
5uAabVMz-A4.mp3,String section
5UDUNqwWuNs.mp3,Alarm clock
5uKdt5yzBMA.mp3,"Speech,Inside, small room"
5UmoK5WAW8Y.mp3,Funk
5upBlkwvHmg.mp3,"Crowd,Children shouting"
5UpwKg8zbQw.mp3,Slam
5UUf4vEJSX4.mp3,"Bird,Fowl,Honk,Goose"
5UxAuX_DV_Y.mp3,"Domestic animals, pets,Bow-wow,Speech,Dog,Animal,Whimper (dog)"
5UXnulANF8g.mp3,Music
5uylmT2BH4A.mp3,"Heart sounds, heartbeat,Hum"
5viugVbo99E.mp3,Music
5vNdtsteNXA.mp3,Eruption
5VqrY6c-qpI.mp3,Bang
5Vu1o59xovM.mp3,Music
5w0Vzjf0b5M.mp3,Sheep
5w5XYrdeQ7U.mp3,Heart murmur
5W9xtZLRCcE.mp3,"Mechanical fan,Inside, small room"
5wGUyhy4Tco.mp3,Music
5WjiB-uInjY.mp3,Vacuum cleaner
5wjiU7kz9rM.mp3,"Cat,Caterwaul,Speech,Animal"
5WpGlYufNKk.mp3,Bass guitar
5wswcTeiEIY.mp3,Drum and bass
5WXA1R5jCvs.mp3,"Bus,Speech"
5wY6HWISVjk.mp3,Music
5XAAc184dUE.mp3,"Water tap, faucet,Water"
5xAzHL8Zlcs.mp3,"Wind instrument, woodwind instrument"
5xBfKiQcMZQ.mp3,"Singing,Ska"
5XfYXPPlF9k.mp3,"Music,Trance music"
5Xh9sDqeVkU.mp3,Background music
5XmTktAcjcc.mp3,"Insect,Fly, housefly"
5XNalwqtkFg.mp3,Singing bowl
5xreAnQ2ao8.mp3,Grunge
5xTNuFNKp1A.mp3,Mantra
5Y1PHS_asxA.mp3,Computer keyboard
5y2GATAHzbw.mp3,"Bee, wasp, etc.,Fly, housefly"
5y2M_K3bUcQ.mp3,"Didgeridoo,Musical instrument"
5Y3_rIfOOf0.mp3,"Chewing, mastication"
5y4cP7AlPV4.mp3,Tearing
5Y9HtEEOBBU.mp3,"Singing,Song,A capella"
5YcIJuYQECc.mp3,"Smash, crash"
5YEPAYO5qww.mp3,"Sliding door,Inside, small room"
5ySKnz595R0.mp3,Gong
5YsvhoA_JjA.mp3,Echo
5Yu2KWiS2pw.mp3,Music
5yZ9mCbnBGM.mp3,Medium engine (mid frequency)
5Z3DCiwxhGM.mp3,"Chainsaw,Speech"
5z60cbPEEaY.mp3,Brass instrument
5ZCyyXNbXvg.mp3,Jingle bell
5ZfXvuTjmGs.mp3,"Fart,Inside, small room"
5zKR4yzfkPA.mp3,Heart murmur
5znApAp2Gcc.mp3,"Rain,Thunder"
5zO9WFAPRSE.mp3,Air conditioning
5ZR1lav7Cf8.mp3,Bicycle
5ZX1-GAb7IM.mp3,"Tabla,Pizzicato,Percussion"
5ZX9Ig7XXsw.mp3,"Singing,Musical instrument,Soul music"
5_DUQVP5yVM.mp3,Sizzle
5_p4yWd3JHc.mp3,Biting
5_PvtlfQLOE.mp3,Alarm clock
5_vuxyPOuiY.mp3,"Bird,Coo,Pigeon, dove"
6-MdbipzKS0.mp3,Music
6-orAgas6K8.mp3,"Chink, clink"
6-uEWCi95OU.mp3,Squish
606L8q_VVLI.mp3,"Goat,Speech,Livestock, farm animals, working animals,Animal"
606_Owd6dHs.mp3,"Bird,Chirp, tweet"
60dw27YRolU.mp3,"Goat,Animal"
60F323_jvtI.mp3,Alarm clock
60Gr78gJ7oA.mp3,"Whoosh, swoosh, swish"
60JKaGidSoI.mp3,"Burping, eructation"
60kn1weBK8M.mp3,Applause
60NqUGPkSqE.mp3,Engine
60qFw0lB1Rw.mp3,Cowbell
60uuoSycuWE.mp3,Wood block
60y9j_Dc-Xs.mp3,Bell
619xf0ifoSQ.mp3,Drum machine
61UhxOiDbG4.mp3,"Music,Speech"
61xoM9FNEr4.mp3,"Engine,Vehicle"
61ZirC2IlLg.mp3,"Ambulance (siren),Emergency vehicle,Siren"
620no3VhLzU.mp3,Crackle
62C6TngDeXI.mp3,Traditional music
62L5kn1qFeY.mp3,"Singing,Music,Mandolin,Musical instrument,Ukulele,Plucked string instrument"
62oVSUMNL7c.mp3,"Music,Howl,Dog,Animal,Inside, small room"
62qWI7CpIds.mp3,Music
62U2BG07G_g.mp3,"Jet engine,Aircraft"
62YnMKqH_CU.mp3,Music
62zZmTtfR10.mp3,Pump (liquid)
631FdN0YWZk.mp3,Blender
633dCMlD89c.mp3,Music
63bSko4WgwE.mp3,Alarm
63GTFc5Okms.mp3,"Smash, crash"
63jbksEqycQ.mp3,New-age music
63vq0dyyOGc.mp3,"Singing,Bellow,Inside, large room or hall"
64auWicQqZY.mp3,"Didgeridoo,Trance music"
64K4SlYR3BU.mp3,"Bark,Yip,Bow-wow,Dog,Animal"
65-IFxqOATo.mp3,Coin (dropping)
653E13_LkhA.mp3,Cowbell
65bl67oNEy0.mp3,"Engine,Pulse"
65KYS3lIRII.mp3,"Scratching (performance technique),House music,Music,Techno"
65QOyDHPz64.mp3,"Pig,Animal"
65wt7l8vAvU.mp3,Radio
669Fk7afszw.mp3,"Banjo,Guitar,Music,Musical instrument,Speech,Plucked string instrument,Bluegrass"
66B46E_hrrk.mp3,"Drum and bass,Music,Dubstep,Electronic dance music"
66IWgU9AAis.mp3,Ding
66kfjGs-5AA.mp3,"Engine,Vehicle,Speech,Medium engine (mid frequency)"
66N6fYBlhqY.mp3,Arrow
66pL4oeEWGE.mp3,Babbling
66wgrFPRzZU.mp3,Rain
676jJ4ro9J8.mp3,Air conditioning
67FjpfikLT8.mp3,Sidetone
67kp76gnDpI.mp3,"Engine,Accelerating, revving, vroom,Vehicle,Speech,Car,Medium engine (mid frequency)"
67m0XRgG4DU.mp3,"Ice cream truck, ice cream van"
67S7s_jFXhc.mp3,Music
6807299U5eg.mp3,"Singing,Music of Asia,Music"
68C8YlnegOM.mp3,Single-lens reflex camera
68DacKw1hlE.mp3,"Music,Exciting music"
68HVZzEravA.mp3,"Bus,Speech"
68qaX3ZoZek.mp3,"Turkey,Gobble"
68qvHxql5OY.mp3,Clicking
695nvt2cbP8.mp3,Bellow
69aQWOcvmoI.mp3,"Rain,Raindrop"
69dKhidkKso.mp3,"Speech,Inside, small room"
69tcopJWwrY.mp3,Music
6AHbVLi1-0M.mp3,Theme music
6aMqUvx818k.mp3,Keys jangling
6amwf4K7CT8.mp3,"Electric shaver, electric razor"
6Arh0pb7Pi4.mp3,Coin (dropping)
6AS6ZZnbvpA.mp3,Mains hum
6aVDXoU2j2M.mp3,"Singing,Whoop,Yell"
6AyumUbU3VM.mp3,Speech
6b5Mkic_954.mp3,Sine wave
6b6KOxd2jck.mp3,"Horse,Clip-clop,Speech,Animal"
6bGL2nBJpuE.mp3,Knock
6bMJVOjgEc0.mp3,"Engine,Gush"
6BMYu02B24w.mp3,Hoot
6bW8Y0nSc0g.mp3,Music
6c-5b9sj35o.mp3,"Cat,Meow,Caterwaul,Animal"
6C0HoQe4Y-Y.mp3,"Singing,Musical instrument,Vocal music"
6c6uMuN42bk.mp3,Whistling
6Cm1iI8re0Y.mp3,"Fowl,Cluck,Chicken, rooster"
6CmN6U_9qI4.mp3,"Reversing beeps,Vehicle"
6cQbxwbBqqI.mp3,"Music,Ukulele,Speech,Plucked string instrument"
6CrgtLx-040.mp3,Music
6CUrhBAzLTo.mp3,Drawer open or close
6CUxiEIMfR4.mp3,"Clicking,Inside, small room"
6Cvxxf0Zv-k.mp3,Gospel music
6D6wLmnNpY8.mp3,Duck
6DaAjyPOInQ.mp3,"Music,Baby laughter,Inside, small room"
6de_mfVMVik.mp3,"Ice cream truck, ice cream van,Speech"
6df5BScfvHs.mp3,"Speech,Male singing"
6dFCMXNlmzQ.mp3,Accordion
6dhpe65QOcc.mp3,"Ambulance (siren),Emergency vehicle,Siren"
6dLGxtbZ-T0.mp3,Music
6DTuDIXEJx0.mp3,Music
6dxpkuJZ4mQ.mp3,Jackhammer
6e0F1Y6aMZk.mp3,"Narration, monologue,Male speech, man speaking,Speech,Speech synthesizer"
6elnFyuUnaU.mp3,Brass instrument
6EM0o9xzXRs.mp3,"Sliding door,Inside, small room"
6EMOL2FQLkk.mp3,"Drill,Power tool"
6en8vahLsWg.mp3,Crushing
6eOcgtRy4Vw.mp3,"Singing,Bellow"
6EOz2x25dZs.mp3,"Fowl,Goose"
6eqjdgiGAsE.mp3,"Truck,Speech,Outside, rural or natural,Engine starting"
6eRqimJC1TU.mp3,Music
6EV8sCAySvw.mp3,Sawing
6ewVr6SG7iY.mp3,Music
6eY2DJBdRnU.mp3,Electric toothbrush
6F3YIb0Uw4I.mp3,"Ambulance (siren),Siren,Police car (siren)"
6F6-t75PGFU.mp3,"Power windows, electric windows,Car"
6f9hp7CJn64.mp3,"Crowd,Children shouting"
6FBFBJQ_Fjw.mp3,Music
6FcV7mnutxc.mp3,Patter
6FEqX_uqGE4.mp3,"Door,Speech"
6FGjeTRlgZM.mp3,Clock
6foahjk6QXU.mp3,"Sanding,Wood"
6FQ1nQ0FvgQ.mp3,"Music,Male singing"
6FUNTPPItAs.mp3,Child singing
6fVpEKC5JkY.mp3,"Crying, sobbing,Speech"
6fxzDQJ0AqI.mp3,Engine
6fZbqPdjOWI.mp3,Bathtub (filling or washing)
6g0yZDMBXiE.mp3,Song
6gAInizlVKw.mp3,"Domestic animals, pets,Dog,Animal,Breathing"
6GBSVyrT3XQ.mp3,"Propeller, airscrew"
6gELF9ByMCc.mp3,Buzzer
6GMAVpfbGmM.mp3,"Snoring,Sniff,Dog,Animal"
6gOjRqlgk_Y.mp3,"Bicycle,Vehicle,Speech"
6gp2JgYGCKM.mp3,Drum and bass
6GsDmcHxwtc.mp3,Creak
6gtgyvUGAgw.mp3,Rumble
6gTrMRQPZMU.mp3,"Organ,Electronic organ,Keyboard (musical),Piano"
6hEx-wgrdAw.mp3,"Door,Car"
6hj2F5xvGYE.mp3,Male singing
6hPHV1jj53E.mp3,Clatter
6HQqly6duac.mp3,"Toothbrush,Musical instrument,Percussion"
6H_nZPUGf8o.mp3,"Music,Male singing"
6I-agcg-gTs.mp3,Music
6I-EyYMpT44.mp3,Harp
6i8NJqD6sos.mp3,"Conversation,Speech"
6iawZ-TzFoo.mp3,Giggle
6iBDxl3110Q.mp3,Music
6iBqrTDawM4.mp3,Typing
6Idpdc342do.mp3,"Shuffling cards,Inside, small room"
6II4JGJDyZo.mp3,"Singing,Music,Pop music,Chink, clink"
6ILTmnfHyl8.mp3,"Ice cream truck, ice cream van,Speech"
6iM8pWF0BMo.mp3,"Cattle, bovinae,Livestock, farm animals, working animals"
6ipDwi_KdlE.mp3,Snoring
6iyinlZEgS4.mp3,"Electronic music,Music,Musical instrument,Ding-dong,Speech"
6iZ49s7eH5g.mp3,Music
6I_DKO4hej8.mp3,Whip
6J0Emf3BQ8k.mp3,Wheeze
6J1gScD4AZU.mp3,Speech
6J58hk6MMfE.mp3,Waterfall
6j76kSyiOCA.mp3,Explosion
6jeq5lP5Up0.mp3,Blues
6JHiuDM8UoY.mp3,Buzzer
6JJMlY3Go9s.mp3,Blues
6Jq6aI9p4bg.mp3,Toilet flush
6JXXQGX5Osg.mp3,Sliding door
6jYXc4YYsTY.mp3,Organ
6j_0JxixrG8.mp3,"Gunshot, gunfire"
6k6tF0s0lNs.mp3,"Reverberation,Guitar,Music,Musical instrument,Plucked string instrument"
6KbBcOZL7FM.mp3,"Fowl,Cluck,Chicken, rooster"
6KbzHKXLEmE.mp3,Music
6kesVnpb3gg.mp3,Sanding
6kEVmrfasFE.mp3,"Pig,Outside, rural or natural"
6kguB8XWB64.mp3,"Gunshot, gunfire"
6kijTMUqcMI.mp3,Bouncing
6kJNnElIDs8.mp3,Music
6KknUgdsPxw.mp3,"Firecracker,Fireworks,Outside, urban or manmade"
6kQcdo770RM.mp3,Music
6kwlViY_wIg.mp3,Eruption
6KXd7l5pThg.mp3,Didgeridoo
6kYZXki6D7Q.mp3,Hammer
6L-pR2R6lY8.mp3,Rumble
6L3hgqmvU_8.mp3,"Squawk,Inside, small room"
6L8066DGqcA.mp3,"Scratching (performance technique),Scratch,Drum machine"
6L8bljNWiwU.mp3,"Bird,Chirp, tweet"
6L9ihlpkB9U.mp3,Fusillade
6lgH1cWR4Wo.mp3,Door
6lhRhz7Ki_0.mp3,"Wind chime,Chime"
6liq2ueoVMM.mp3,Plop
6LLTLAVy6L4.mp3,"Glass,Musical instrument,Chink, clink"
6lPgzqrvHHw.mp3,Jazz
6lPw0wKu7_M.mp3,"Organ,Electronic organ,Keyboard (musical),Piano"
6lx1_HygVcM.mp3,Noise
6m2isJwFrEM.mp3,Printer
6M2lNShlcYw.mp3,Breaking
6m4k0yEqvsw.mp3,Chirp tone
6m5hv5BX7KU.mp3,"Music,Speech"
6mBd8XtwkvM.mp3,"Boat, Water vehicle,Waves, surf,Rowboat, canoe, kayak,Ocean"
6MCy1lh4qaw.mp3,"Motorcycle,Vehicle,Speech"
6MDGO4wqvPM.mp3,"Cupboard open or close,Drawer open or close"
6mdPZ4dRYMo.mp3,White noise
6mfXuEKrxAo.mp3,Lullaby
6mH77gmb5HM.mp3,"Pump (liquid),Gush"
6mi89T0OyjA.mp3,"Air horn, truck horn,Inside, small room"
6MIQDwaF2K4.mp3,Thunk
6MkGsDIbUCk.mp3,Speech
6mSFHoHJJ3Q.mp3,"Insect,Fly, housefly"
6Ms_LHohgQE.mp3,Progressive rock
6NAqjI_sKew.mp3,"Bird flight, flapping wings"
6NIzv0zRKyE.mp3,"Music,Speech"
6noQGz52q0k.mp3,Reverberation
6nrVqPkhJjU.mp3,Purr
6NYoOqzY5EE.mp3,Sliding door
6o0es8k9Jx8.mp3,Whip
6O4Zpv-cAXY.mp3,Explosion
6o6DsSnbpxE.mp3,"Singing,Reggae"
6o8PU_E-4cg.mp3,"Slap, smack"
6OcoDIrbMtY.mp3,"Country,Bluegrass"
6oEWGoNoOCE.mp3,"Fowl,Goose"
6og50XOZeIk.mp3,"Cymbal,Drum kit,Drum roll,Hi-hat,Rimshot,Snare drum,Bass drum,Percussion"
6OHetw29o_A.mp3,"Rain,Thunder"
6oi1zGOIo7I.mp3,"Smash, crash"
6oqbYipROOs.mp3,Traditional music
6oUbMSx8QQE.mp3,"Singing,Music"
6OVb3rjcB3Q.mp3,"Echo,Electric guitar,Guitar,Music,Musical instrument,Rock music,Plucked string instrument"
6oxzYHDgFaA.mp3,"Babbling,Inside, large room or hall"
6OY-O-vBrS8.mp3,Tearing
6o_34a_o_1s.mp3,"Turkey,Gobble"
6P26cAGGgI0.mp3,"Propeller, airscrew"
6p4YV8ISD1k.mp3,"Snoring,Speech"
6pELoW59vq0.mp3,Chop
6pg6tQztdg0.mp3,Cash register
6pifhdQ0pdg.mp3,"Motor vehicle (road),Vehicle,Speech,Traffic noise, roadway noise,Car"
6PoiNnbAfz4.mp3,"Fowl,Cluck,Chicken, rooster"
6PquRVe1Wa4.mp3,"Tabla,Percussion"
6Psvd-kYb-0.mp3,Slam
6PWiDlWmPs0.mp3,"Jazz,Rhythm and blues"
6q9gT-3YmsU.mp3,Sidetone
6QAJi8OPLi4.mp3,Snoring
6QAZJ4H_5rA.mp3,"Reverberation,Effects unit,Guitar,Music,Musical instrument,Chorus effect,Plucked string instrument,Distortion"
6QCcY4zycIg.mp3,"Railroad car, train wagon,Rail transport,Train"
6QHfXuVLhe0.mp3,"Singing,Music"
6qi1KV9MoO0.mp3,"Boat, Water vehicle,Wind,Ocean,Sailboat, sailing ship,Wind noise (microphone)"
6qlfodh49BA.mp3,Doorbell
6qmGCfCrU6w.mp3,"Canidae, dogs, wolves,Dog,Growling,Animal"
6QnEwCnKdP4.mp3,"Wild animals,Animal"
6qtqDXeovbA.mp3,"Domestic animals, pets,Dog,Animal"
6quVNuz_sIs.mp3,"Bird flight, flapping wings"
6qY1ojVpxB4.mp3,Music
6Qzlke1phUs.mp3,Change ringing (campanology)
6R7-SJPID_I.mp3,Microwave oven
6r72v1BpNvI.mp3,Gargling
6R7__52vkro.mp3,Organ
6R8mmrJvXgc.mp3,Shatter
6rCfhF-fNb4.mp3,Sampler
6RcxitW4w1U.mp3,"Skidding,Car,Race car, auto racing"
6rJrrfRO3cA.mp3,"Fusillade,Speech"
6RSeGgCFTXs.mp3,Speech
6rTnFRkcNYs.mp3,Cupboard open or close
6R_63fbeiR0.mp3,Music
6s-smRjmHYM.mp3,"Speech,Children playing"
6SC9tBvtYSg.mp3,"Mains hum,Static"
6scK5HLdh1o.mp3,Jingle bell
6se-2qAjyO4.mp3,"Cat,Domestic animals, pets,Animal"
6Si3eGkmmy8.mp3,"Singing,Music,Percussion,Maraca"
6SVYB92Dx1E.mp3,Liquid
6sWVG6GyJBU.mp3,Music
6Sx8lqm2Lw0.mp3,"Singing,Electronic tuner"
6sy6SC3XuMU.mp3,"Laughter,Baby laughter"
6T5SLgKd8gg.mp3,Yip
6T6P0S7B75o.mp3,"Chuckle, chortle"
6tbnQvpEV_g.mp3,Sizzle
6Td-aurNjCU.mp3,Clatter
6Tf5IwOHBlw.mp3,Harp
6tgqKy43vmw.mp3,Music
6THFGWLEn7w.mp3,Video game music
6tZkddJiMT4.mp3,Zing
6U-ZfyX5EwY.mp3,Sigh
6u14wxqIlZ4.mp3,"Cat,Meow,Animal"
6UacTvRX8Dw.mp3,"Whoosh, swoosh, swish"
6UcUzENeSo0.mp3,Zipper (clothing)
6uH-Wj6smUQ.mp3,Reversing beeps
6UINBP6cmC8.mp3,Filing (rasp)
6uIOGE36tWo.mp3,Brass instrument
6uLtyzRgmyI.mp3,Singing
6UOObVAQS_M.mp3,"Insect,Fly, housefly"
6Uzg7LKxi_Q.mp3,Buzzer
6UZVovkR3IU.mp3,"Truck,Air brake"
6V-oG-YZiX4.mp3,Music
6V0FOIcFA6o.mp3,Biting
6V2NVMgi3cg.mp3,Eruption
6V7kfAHv_GM.mp3,"Whoosh, swoosh, swish"
6vcpZCbAd1U.mp3,Clatter
6vDMRkvF4f4.mp3,"Bee, wasp, etc.,Mosquito,Cricket,Fly, housefly"
6VI7BPX3Ey4.mp3,Clatter
6VOGlqLeOzI.mp3,Speech
6VV5Amm51C8.mp3,"Trickle, dribble"
6vv_w-TvcrY.mp3,"Bee, wasp, etc.,Fly, housefly"
6Wamq3ehaAU.mp3,Purr
6wg3GJZk7Q0.mp3,"Cat,Domestic animals, pets,Meow,Animal"
6WiolwEwStI.mp3,Vacuum cleaner
6WJitOS-RHw.mp3,Doorbell
6WkNa8RbL9E.mp3,"Music,Speech"
6WMGrOwoWIw.mp3,"Domestic animals, pets,Animal"
6wOven-bvuc.mp3,Music
6Wt-JJ3JpzE.mp3,"Trickle, dribble"
6WX4cEj7sTc.mp3,"Speech,Child speech, kid speaking,Outside, rural or natural,Whimper (dog)"
6WxotC_jtqY.mp3,"Music,Synthetic singing"
6x3vVQkwnZ4.mp3,Hands
6X5vLMqdKZo.mp3,Humming
6X6wb0FC6Fg.mp3,"Thump, thud"
6xgrSnsFSnk.mp3,"Music,Boing"
6XHdybfV5Cw.mp3,"Music,Exciting music"
6XHoJkMHZno.mp3,"Reversing beeps,Vehicle,Speech"
6Xih-QqZEPk.mp3,Stomach rumble
6XiVOflQITo.mp3,Shatter
6xJW7foStBY.mp3,Progressive rock
6XN9trtsQGo.mp3,"Tick-tock,Speech"
6XOsBs2rZRg.mp3,"Whimper,Baby cry, infant cry"
6Xp4hkZctIw.mp3,"Engine,Engine starting"
6XPEinEJApU.mp3,Stomach rumble
6xwYlluHhXs.mp3,"Skidding,Tire squeal,Car,Race car, auto racing"
6xxu6f0f0e4.mp3,"Singing,Music,Rapping,Song,Hip hop music"
6XZGmRuaOfo.mp3,"Electric piano,Piano"
6Y9cje91K4A.mp3,Music
6YicR55sWNA.mp3,Tap
6ynXQdEG4rY.mp3,"Rodents, rats, mice"
6YwVdS9GNg0.mp3,Stomach rumble
6YXjJ6ABnZU.mp3,"Scratching (performance technique),Music,Speech"
6yyToq9cW9A.mp3,"Reversing beeps,Vehicle"
6YZDY6m9MAY.mp3,Sizzle
6z3eDM1VvfI.mp3,"Domestic animals, pets,Speech,Animal"
6z4HD7Dw7i8.mp3,"Smoke detector, smoke alarm,Fire alarm"
6Z5ZTGLAQZY.mp3,Music
6zDSXOtWwZE.mp3,Music
6zgvEiJJrM8.mp3,"Christmas music,Music"
6zgzUgZi8vo.mp3,Frying (food)
6zprs4dvSC8.mp3,Zither
6ZQNm2AnloQ.mp3,Music
6zsk7B4jgxk.mp3,"Sink (filling or washing),Water"
6zticYYPzEE.mp3,"Ratchet, pawl,Mechanisms"
6ztm2J-GRNU.mp3,Plop
6_AquUsq2t0.mp3,"Music,Speech"
6_fl1xxZ2j4.mp3,"Splinter,Wood"
6_SgqyBAPv0.mp3,Lawn mower
7-8QfCtmeOo.mp3,Busy signal
7-iihz0vsPY.mp3,Busy signal
705jSvJI0l0.mp3,Music
70DYY5DkbG0.mp3,"Firecracker,Inside, small room"
70ia88_c-rU.mp3,"Air horn, truck horn,Outside, rural or natural"
70loM_n4lJM.mp3,"Insect,Fly, housefly"
70oARHTT63c.mp3,"Turkey,Gobble"
70Y4dls8VVg.mp3,Laughter
70zkNgxb-gs.mp3,Creak
712QrVEkaAo.mp3,Mantra
71nimOIhEFU.mp3,"Railroad car, train wagon,Rail transport,Train"
71NPWi9Xs6o.mp3,Music
72-6e1lw7LM.mp3,Busy signal
72BQGxxiwIY.mp3,Music of Bollywood
72cHsypArNc.mp3,"Music,Speech"
72f43l_5enE.mp3,Bouncing
72Lf5uYJfZM.mp3,Quack
72UgXNqnYuk.mp3,Music
72wtqWYGKgA.mp3,Growling
72_Hk1cdoxk.mp3,Flamenco
731u5OaVa5c.mp3,"Wail, moan"
