Filename,Labels,Category
b7g3PNDDS2E.mp3,"Sliding door,Speech",Human Sounds
B7HEn8biLrU.mp3,Pump (liquid),Miscellaneous
b7l-kzFBaIA.mp3,Coin (dropping),Miscellaneous
B7Q9T0nzwjk.mp3,"Walk, footsteps,Speech",Human Sounds
B7ZNC8h8Mmw.mp3,"Music,Scary music",Musical Instruments
b88bOFldmw0.mp3,"Tick-tock,Tick",Miscellaneous
b8aC8b8iJIY.mp3,Coin (dropping),Miscellaneous
b8AEdmKJebU.mp3,"Aircraft engine,Vehicle,Speech,Aircraft,Outside, urban or manmade",Human Sounds
B8QSRndv8mM.mp3,Mandolin,Miscellaneous
B8vWu_8foaA.mp3,Sawing,Machine and Tool Sounds
b8wOZNp5sOo.mp3,"Rodents, rats, mice",Miscellaneous
b98BJ36K1wo.mp3,"Cymbal,Drum,Drum and bass,Drum kit,Electronic music,Hi-hat,Music,Musical instrument,Snare drum,Bass drum,Percussion",Musical Instruments
b993mOHvQu0.mp3,"Sawing,Rub",Machine and Tool Sounds
B9GItZg1U_o.mp3,"Idling,Vehicle,Speech,Outside, urban or manmade",Human Sounds
B9IAl-ygE2k.mp3,"Christmas music,Christian music,Music,Speech",Human Sounds
B9K58KYq-Cs.mp3,"New-age music,Music,Speech",Human Sounds
b9MBTI2EBhU.mp3,"Cat,Purr,Domestic animals, pets,Animal",Animal Sounds
B9ME0Vcm_xA.mp3,"Traditional music,Music",Musical Instruments
B9n4a5ciI48.mp3,"Engine,Idling,Vehicle,Car,Medium engine (mid frequency),Engine starting",Vehicle Sounds
b9okANWfTGE.mp3,"Singing,Yodeling,Music",Human Sounds
B9sno0As9PY.mp3,"Mantra,Music",Musical Instruments
b9TI-KKkmpk.mp3,Flamenco,Miscellaneous
B9ZQcIBD4rA.mp3,"Explosion,Eruption,Speech",Human Sounds
baADET8QDUA.mp3,"Splash, splatter,Speech",Human Sounds
BAB5U7kCOH0.mp3,"Ambulance (siren),Emergency vehicle,Siren",Miscellaneous
BaB9bAHskUU.mp3,"Foghorn,Music,Musical instrument",Musical Instruments
badSQP4zArg.mp3,Grunt,Miscellaneous
bAHs6DWHpOA.mp3,"Organ,Electronic organ",Miscellaneous
BAi-G6k8XWM.mp3,Chopping (food),Miscellaneous
bAI2rOshHfQ.mp3,Opera,Miscellaneous
bAj3kfr3ZhE.mp3,"Music,Maraca",Musical Instruments
BaKcwU1lt3c.mp3,"Video game music,Music",Musical Instruments
bAl-i0g7rUM.mp3,"Glass,Shatter",Miscellaneous
balbL1tffug.mp3,"Ping,Speech",Human Sounds
bao0ROlaAbI.mp3,"Wild animals,Roar,Roaring cats (lions, tigers),Growling,Animal",Animal Sounds
baOGizjtS5s.mp3,"Pump (liquid),Water",Environmental Sounds
Bap5P9buB0Y.mp3,"Jazz,Music",Musical Instruments
BaQDCSs1boY.mp3,"Tearing,Speech,Inside, small room",Human Sounds
BaQE00jWU4E.mp3,"Mantra,Music",Musical Instruments
Bar1jMJv_Rw.mp3,Single-lens reflex camera,Human Sounds
BAsBsxsPLno.mp3,"Music,Sitar",Musical Instruments
bavchOurW9k.mp3,"Bird flight, flapping wings",Animal Sounds
BAVk6o3ZhMw.mp3,Toothbrush,Miscellaneous
BA_nJrD4lQQ.mp3,"Motor vehicle (road),Engine,Idling,Truck,Vehicle,Engine starting",Vehicle Sounds
bb-UCJUZw1A.mp3,Scrape,Miscellaneous
bB0C2oEq05k.mp3,"Wind chime,Chime",Environmental Sounds
Bbaz_T6BN3g.mp3,"Music,Steel guitar, slide guitar,Inside, large room or hall",Musical Instruments
BBcXJhZHNZ8.mp3,Static,Miscellaneous
BbdRy286MOg.mp3,"Silence,Knock,Speech",Human Sounds
BBdwfm_jsns.mp3,"Sniff,Speech",Human Sounds
bBdxLMRX5rs.mp3,"Gunshot, gunfire,Artillery fire",Miscellaneous
bBGcQ2-W768.mp3,"Music,Sad music,Tender music",Musical Instruments
BBHrgydyuW0.mp3,Hair dryer,Miscellaneous
BbkwSomTh3g.mp3,Gong,Miscellaneous
BbLkppp3QZc.mp3,"Boat, Water vehicle,Waves, surf,Wind,Ocean,Water,Sailboat, sailing ship,Stream,Wind noise (microphone)",Environmental Sounds
BBlzg67T3aA.mp3,"Thump, thud",Miscellaneous
bbMiVL0LBjA.mp3,"Organ,Electronic organ",Miscellaneous
BBSApRvkaqY.mp3,"Didgeridoo,Music,Musical instrument",Musical Instruments
bBtijEqDWSw.mp3,"Waterfall,Stream",Environmental Sounds
bBxTn25o-LQ.mp3,"Music,Steelpan",Musical Instruments
bBy0NCoCEHc.mp3,"Folk music,Music,Rattle (instrument),Speech",Human Sounds
BBYIJjcxapk.mp3,Car alarm,Vehicle Sounds
bbZ9D87RFIM.mp3,"Hubbub, speech noise, speech babble,Speech",Human Sounds
bbZEikqIveg.mp3,Zipper (clothing),Miscellaneous
bbZYvop-Unk.mp3,Whip,Miscellaneous
bc39DoAFVe0.mp3,"Chewing, mastication",Miscellaneous
Bc62sOnGG3Q.mp3,"Knock,Speech",Human Sounds
Bc6AIHASWxI.mp3,"Crowd,Cheering,Children shouting",Miscellaneous
BcAi6hPHr_I.mp3,"Music,Scratch",Musical Instruments
BcbsfR7L8FY.mp3,Arrow,Miscellaneous
bcBU2Yv4Nwo.mp3,Sine wave,Miscellaneous
bcD4Px5qtsg.mp3,"Effects unit,Music,Speech,Electronic tuner,Distortion",Human Sounds
BcdeXloL8Ck.mp3,Chop,Miscellaneous
BCdLTNK_S0c.mp3,"Music,Funny music",Musical Instruments
BceDXBeTS9k.mp3,"Sine wave,Tuning fork",Miscellaneous
BChhAS1sFvA.mp3,"Writing,Speech,Inside, large room or hall",Human Sounds
bci0i3AgFRQ.mp3,Change ringing (campanology),Miscellaneous
bciw4Tqp6h4.mp3,"Music,Music for children,Plop,Speech",Human Sounds
BCjak4QKscc.mp3,"Boat, Water vehicle,Rowboat, canoe, kayak",Environmental Sounds
BCnP8sqnHcw.mp3,Coin (dropping),Miscellaneous
BcOMQ6-b5Jo.mp3,Scratch,Miscellaneous
bCOmV_G0pkk.mp3,"Cough,Speech",Human Sounds
bcPDLn77kx4.mp3,Hair dryer,Miscellaneous
BcqtfPsWp9w.mp3,"Air conditioning,Vehicle,Speech",Human Sounds
Bcs-E6kVjqQ.mp3,"Singing,Gospel music,Christian music,Music",Human Sounds
bcTRI8TafQE.mp3,"Music,Groan,Speech",Human Sounds
BCUBbqEk5do.mp3,"Eruption,Speech",Human Sounds
bcUe0dvaCMs.mp3,"Alarm clock,Music",Musical Instruments
BcVapmCbULQ.mp3,"Cymbal,Drum,Drum kit,Hi-hat,Rimshot,Snare drum,Bass drum,Percussion",Musical Instruments
BCVE9BA7wyw.mp3,"Croak,Frog",Miscellaneous
bCVKnJVc4kc.mp3,"Speech,Boiling",Human Sounds
bcYI2CTlH5o.mp3,Typing,Miscellaneous
bD1HiaNJDFg.mp3,"Singing,Whoop",Human Sounds
Bd2F5bD0NzQ.mp3,Sine wave,Miscellaneous
BD2mfuPbL4c.mp3,"Wild animals,Speech,Roaring cats (lions, tigers),Animal",Animal Sounds
bd7OubDBxJ4.mp3,"Slap, smack",Miscellaneous
bD9-Kfe9vLs.mp3,"Biting,Speech",Human Sounds
Bd9TjPP31U0.mp3,"Singing,Soul music",Human Sounds
BDdBGKVQw_Y.mp3,"Hoot,Owl",Miscellaneous
bdFXyx7UMtg.mp3,"Sheep,Bleat",Animal Sounds
BdhaR2QUGqY.mp3,"Background music,Music,Tender music",Musical Instruments
Bdi9NEo8cDU.mp3,"Boat, Water vehicle,Wind,Ship,Wind noise (microphone)",Environmental Sounds
BDk9MPt_gCc.mp3,"Tapping (guitar technique),Music",Musical Instruments
BdKiPR3kdjo.mp3,"Blues,Music",Musical Instruments
Bdkov4O7umk.mp3,"Organ,Hammond organ",Miscellaneous
bdmFF7mRFI8.mp3,"Alarm clock,Speech,Inside, small room",Human Sounds
BDmigkNdKSo.mp3,"Music,Punk rock",Musical Instruments
bDNz4NDWzaM.mp3,"Fire engine, fire truck (siren),Emergency vehicle,Siren",Environmental Sounds
BdQDuT6rJfU.mp3,"Singing,Reverberation,Effects unit,Music,Inside, small room",Human Sounds
BDvQNm7FggM.mp3,Timpani,Miscellaneous
bdxwVxFw82E.mp3,Rustle,Miscellaneous
Be0z4cALwJo.mp3,"Rain,Thunderstorm,Thunder",Environmental Sounds
bE2KZveD5Q4.mp3,"Reversing beeps,Vehicle,Speech,Outside, rural or natural",Human Sounds
BE3cTqYfb0c.mp3,"Music,Soundtrack music",Musical Instruments
BE75JIPnEas.mp3,"Music,Pop music,Song",Musical Instruments
be9keRfGovw.mp3,"Hiccup,Speech",Human Sounds
bEakCMoF3HU.mp3,"Chink, clink,Speech",Human Sounds
Bea_2ANKJ5o.mp3,"Singing,Beatboxing,Music",Human Sounds
bEBECtCoLTI.mp3,"Speech,Microwave oven",Human Sounds
BEBOP2QIhFU.mp3,"Boat, Water vehicle,Field recording,Vehicle",Environmental Sounds
bEcnLT8GlE0.mp3,"Clatter,Speech",Human Sounds
bEeVH8K8k4s.mp3,Jingle bell,Miscellaneous
Beg79kXQBRo.mp3,"Laughter,Belly laugh,Speech,Baby laughter,Inside, small room",Human Sounds
BEhIGoq9tow.mp3,New-age music,Miscellaneous
BehVa_93nwg.mp3,"Electric toothbrush,Music,Speech,Inside, small room",Human Sounds
Bei0nxLx86c.mp3,Drawer open or close,Miscellaneous
BeILNH0jSVg.mp3,"Engine,Toot,Vehicle,Speech,Car",Human Sounds
BEjKBSLm2fc.mp3,Environmental noise,Miscellaneous
BejkSBD0dPo.mp3,Jingle bell,Miscellaneous
BEkQvavvSng.mp3,"Music,Groan,Speech",Human Sounds
beOB1GsRjVg.mp3,Chopping (food),Miscellaneous
bEPw6y8e7Gk.mp3,"Rustling leaves,Speech",Human Sounds
beRAhGGzrnU.mp3,"Music,Thunk,Speech",Human Sounds
BeSD9csKUMc.mp3,"Music,Ding-dong",Musical Instruments
BESIHimtRBM.mp3,"Mouse,Speech",Human Sounds
BEuIJ5dw5kY.mp3,"Rain,Thunderstorm,Thunder",Environmental Sounds
BEZdszHKGTQ.mp3,"Harmonica,Wind instrument, woodwind instrument",Environmental Sounds
bE_mQ_xtbAY.mp3,"Filing (rasp),Rub",Miscellaneous
Bf0r1QRW8q4.mp3,"Throbbing,Hum",Miscellaneous
bf8JlTKzOs8.mp3,"Music,Music for children,Happy music",Musical Instruments
BFOkpi3oZBI.mp3,"Tapping (guitar technique),Guitar,Music,Musical instrument,Plucked string instrument",Musical Instruments
bfpKnLEcEV8.mp3,"Waterfall,Stream",Environmental Sounds
BFPSKB99Anw.mp3,Environmental noise,Miscellaneous
BfUoopDpmmY.mp3,"Singing,Music,Music for children,Song",Human Sounds
BFWN_OXjYM0.mp3,"Cat,Purr,Domestic animals, pets,Animal",Animal Sounds
bfYSh4090lw.mp3,"Alarm clock,Inside, small room",Miscellaneous
bFziH_ymiOM.mp3,"Sawing,Wood",Machine and Tool Sounds
BF_i_fA_VNE.mp3,"Speech,Drawer open or close",Human Sounds
BG0FlwMkpVk.mp3,Chop,Miscellaneous
bg6hNYmbI7c.mp3,"Grunt,Sound effect",Miscellaneous
bG8eEifKQ9U.mp3,"Music,Funny music",Musical Instruments
BGA402wm33c.mp3,"Clip-clop,Speech",Human Sounds
Bgcvw5VEabw.mp3,Camera,Miscellaneous
BgH3PEVaD_0.mp3,"Ratchet, pawl,Creak,Gears,Mechanisms",Miscellaneous
BGkXV9_wf9g.mp3,"Cat,Domestic animals, pets,Meow,Speech,Animal",Animal Sounds
bgLHk4eb9nQ.mp3,Hair dryer,Miscellaneous
bGlLn8qhlKY.mp3,"Burping, eructation,Inside, small room",Miscellaneous
BGmZ05m1-8M.mp3,"Crowd,Battle cry",Miscellaneous
bgPABUZA8Mk.mp3,"Laughter,Speech,Baby laughter",Human Sounds
BgTB_xt11bA.mp3,"Music,Dubstep,Hip hop music",Musical Instruments
BgUWb7ArWSM.mp3,"Fire engine, fire truck (siren),Emergency vehicle,Siren",Environmental Sounds
bGvorcBfgp8.mp3,"Vibration,Music,Truck,Vehicle,Outside, urban or manmade",Musical Instruments
BgYlu44UIeM.mp3,"Music,Scratch,Speech,Inside, small room",Human Sounds
BGywP1-ZPAk.mp3,"Vehicle,Helicopter,Aircraft",Vehicle Sounds
bGZN361LalU.mp3,Boing,Miscellaneous
bg_QoesbfOA.mp3,"Music,Middle Eastern music",Musical Instruments
bg_RmNaNybM.mp3,"Marimba, xylophone,Glockenspiel,Mallet percussion",Miscellaneous
BH0rbQ6zHlw.mp3,"Pulleys,Mechanisms",Miscellaneous
Bh2dm_FYKpE.mp3,"Baby cry, infant cry",Miscellaneous
Bh4oxwlwQMY.mp3,"Smoke detector, smoke alarm",Miscellaneous
Bh7cR2Tqc4g.mp3,"Music,Zing",Musical Instruments
BH9nlxRHPD4.mp3,Typewriter,Miscellaneous
BHdBxcV5fIo.mp3,"Plop,Speech",Human Sounds
BHH8J89mAFQ.mp3,Background music,Miscellaneous
BhJa0kTUdGY.mp3,"Singing,Banjo,Country,Music",Human Sounds
bhjxKvu0BUE.mp3,"Crow,Caw",Miscellaneous
BhkX37Oj6CI.mp3,Door,Miscellaneous
BhmoxAi9l84.mp3,"Horse,Clip-clop,Speech,Animal",Animal Sounds
bHO9S_z91dU.mp3,"Telephone dialing, DTMF,Speech,Inside, small room",Human Sounds
BHoQSFUkZvs.mp3,Waterfall,Environmental Sounds
BHqX1Jxxr5k.mp3,"Fire engine, fire truck (siren),Emergency vehicle,Siren",Environmental Sounds
bHr2TpszpYM.mp3,"Laughter,Chuckle, chortle,Speech",Human Sounds
bhtB2Zgh9Q8.mp3,"Motorcycle,Bow-wow,Vehicle,Whimper (dog)",Vehicle Sounds
BhYaXU1MVcQ.mp3,"Wind instrument, woodwind instrument,Shofar",Environmental Sounds
BHzBaqR47Xw.mp3,"Music,Trickle, dribble",Musical Instruments
Bh_TUphLoZ0.mp3,Blender,Miscellaneous
bi-eEIPKtYw.mp3,Drawer open or close,Miscellaneous
BI4fjQBZliY.mp3,Whir,Miscellaneous
BIaloqYG5DA.mp3,"Spray,Speech",Human Sounds
BiBk_JCPmI8.mp3,Beatboxing,Miscellaneous
BibLeh4majE.mp3,Hands,Miscellaneous
bigChhh4a2Y.mp3,"Train horn,Steam whistle",Vehicle Sounds
biGxqfUshJo.mp3,"Music,Dubstep,Electronic dance music",Musical Instruments
BIjHTZsmleI.mp3,"Vehicle,Helicopter,Speech",Human Sounds
BIK1Ds79KVM.mp3,Fire alarm,Environmental Sounds
BIkgkPAlg9U.mp3,"Music,Salsa music",Musical Instruments
bilkeB5hELg.mp3,"Music,Salsa music",Musical Instruments
BiMI6fs8S6w.mp3,"Cupboard open or close,Domestic animals, pets,Dog,Animal",Animal Sounds
BiPwCMlghhQ.mp3,"Music,Reggae",Musical Instruments
BiqPn3d_dKM.mp3,"Didgeridoo,Music,Musical instrument",Musical Instruments
bIRvWvHrryM.mp3,"Run,Outside, rural or natural",Miscellaneous
BiTHp8Ac7Gg.mp3,"Scissors,Speech",Human Sounds
BIV3t1tHTT4.mp3,"Dial tone,Telephone,Speech",Human Sounds
bIVRlQuE4iM.mp3,Flap,Miscellaneous
bIvXUoEUW_4.mp3,"Music,Whoop,Yell",Human Sounds
biwgjti_oxk.mp3,Cowbell,Animal Sounds
BIX92PE-Zj0.mp3,"Clock,Music,Tick-tock",Musical Instruments
biXc4YxaeRs.mp3,"Boat, Water vehicle,Ship",Environmental Sounds
bj0QpQEuuEM.mp3,"Sonar,Inside, small room",Miscellaneous
BJ1WRCNpY1I.mp3,"Snoring,Whistling,Speech",Human Sounds
bJ40USt7yAU.mp3,"Music,Sitar",Musical Instruments
bJ424-lPwV4.mp3,"Vehicle,Tire squeal,Car",Vehicle Sounds
Bj7_pVIHsnE.mp3,"Pump (liquid),Water",Environmental Sounds
Bj8ORprzR6Y.mp3,"Door,Tap",Miscellaneous
BJ8up8BXMjg.mp3,Doorbell,Miscellaneous
Bj9KEmLWRek.mp3,"Filing (rasp),Rub",Miscellaneous
bj9RjCktomw.mp3,"Electronic music,Music,Techno,Trance music",Musical Instruments
bjaatW7Z3Mw.mp3,Rattle,Miscellaneous
BjaFlBPF4ZM.mp3,Whale vocalization,Miscellaneous
BJAIuP5qWUk.mp3,Gush,Miscellaneous
bjAvMLnNPAY.mp3,"Jingle (music),Music",Musical Instruments
bJbiHhHlq8c.mp3,"Music,Vibraphone",Musical Instruments
bjBmT8y9PAU.mp3,"Music,Speech,Speech synthesizer",Human Sounds
BjBO3Zxw5cc.mp3,"Filing (rasp),Rub,Wood",Miscellaneous
bje0A_p_9RY.mp3,"Sink (filling or washing),Water tap, faucet,Water",Environmental Sounds
bje8Ujsc5RU.mp3,Tick,Miscellaneous
BjeQlVr9KnM.mp3,"Water tap, faucet,Bathtub (filling or washing),Water",Environmental Sounds
bJG4XeHWuWI.mp3,"Foghorn,Speech",Human Sounds
bjGh2JOzcQE.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",Animal Sounds
bJhBfS6KAOo.mp3,Camera,Miscellaneous
BJIjBi5qwDQ.mp3,"Croak,Frog",Miscellaneous
BJiPVGwmnU8.mp3,"Music,Vibraphone",Musical Instruments
BjKEzvmaQAA.mp3,"Beep, bleep,Music,Speech",Animal Sounds
bJluk2cKrew.mp3,"Drill,Tools,Power tool",Machine and Tool Sounds
bjO602VbkXo.mp3,Electric toothbrush,Miscellaneous
BJOZV4-zOpI.mp3,"Music,Scrape",Musical Instruments
bjP0DOt4-VI.mp3,"Hoot,Owl",Miscellaneous
BjtvlMU6ZQo.mp3,"Splinter,Wood",Miscellaneous
BJVFqd7WYxA.mp3,"Fire,Wind",Environmental Sounds
bJVogLOURmc.mp3,"Drum,Drum roll,Rimshot,Snare drum,Bass drum,Percussion",Musical Instruments
Bjw3c23Hozs.mp3,"Snake,Hiss",Miscellaneous
BjWf0keANT8.mp3,Sine wave,Miscellaneous
BjWrd0Z8rkw.mp3,Pink noise,Miscellaneous
bjXmRL4cpH4.mp3,"Wind chime,Chime",Environmental Sounds
bk4X86Si6Zw.mp3,"Doorbell,Music,Speech",Human Sounds
BK5mKgdB4bw.mp3,"Sampler,Music,Drum machine",Musical Instruments
bk8-dv5s2sA.mp3,"Music,Soundtrack music",Musical Instruments
bKElFoe01aQ.mp3,String section,Miscellaneous
bkhJjbimL5E.mp3,"Video game music,Music,Soundtrack music",Musical Instruments
bkHRmze-Pvs.mp3,"Heavy metal,Music,Speech,Inside, large room or hall",Human Sounds
BkiVd188Cqs.mp3,"Chainsaw,Tools,Power tool",Machine and Tool Sounds
bkizsqzOewY.mp3,"Filing (rasp),Rub",Miscellaneous
BkjvDGA8_94.mp3,"Domestic animals, pets,Squeak,Howl,Dog,Animal",Animal Sounds
bkK9_VxO3zA.mp3,"Foghorn,Music",Musical Instruments
BkL4Il1Vmtc.mp3,"Music,Music of Bollywood",Musical Instruments
bKm2_67xtVs.mp3,"Music,Psychedelic rock,Rock music,Rock and roll",Musical Instruments
bKnKulXDecM.mp3,"Howl,Animal",Animal Sounds
bKPNoeHvS3U.mp3,"Grunt,Speech",Human Sounds
Bkq1PAyGuZY.mp3,"Screaming,Speech",Human Sounds
bkQrvXXIRng.mp3,"Cymbal,Drum,Drum kit,Heavy metal,Music,Musical instrument,Rock music,Pulse",Musical Instruments
BkSCfcTBMRY.mp3,"Cello,Double bass,Keyboard (musical),Piano,Violin, fiddle,Bowed string instrument",Musical Instruments
bKWc8u79cfg.mp3,"Cattle, bovinae,Cowbell,Moo,Livestock, farm animals, working animals",Animal Sounds
bkXrQyDbKtk.mp3,"Singing,Gospel music,Christian music,A capella",Human Sounds
bl2cjLwY7Gw.mp3,"Music,Steelpan",Musical Instruments
Bl4VJ3ZJ4jY.mp3,"Music,Music of Bollywood",Musical Instruments
BL58uUoo7U0.mp3,"Whale vocalization,Music,Speech",Human Sounds
BL6DESnl79Y.mp3,"Sheep,Bleat",Animal Sounds
bl8PgmZ9iOc.mp3,"Drum,Drum roll,Snare drum,Percussion",Musical Instruments
bldV5gyFoNM.mp3,"Heart murmur,Speech",Human Sounds
BLfF6L301UY.mp3,"Singing,Yodeling,Music",Human Sounds
BlfvcQ3gqFg.mp3,"Siren,Civil defense siren",Miscellaneous
bLGPtJU-HL4.mp3,Pour,Miscellaneous
bLHilR9fFKo.mp3,"Wild animals,Speech,Animal",Animal Sounds
BliaKzLQ8ts.mp3,"Music,Zing",Musical Instruments
bLmMnXbhvto.mp3,Snoring,Miscellaneous
BLnOPA7oMxY.mp3,Applause,Miscellaneous
BlPpxmAGRHw.mp3,Giggle,Miscellaneous
blqm5QygivU.mp3,"Liquid,Speech",Human Sounds
bLqMzrMAfOs.mp3,"Vibration,Vehicle",Vehicle Sounds
bLtfHk5VSHQ.mp3,"Alarm,Speech",Human Sounds
BLUr0EbKpRE.mp3,"Giggle,Speech,Inside, small room",Human Sounds
BLWA-v_ZW8g.mp3,Stream,Environmental Sounds
blwOt9aGVQc.mp3,Rumble,Miscellaneous
bLZRG3RN24c.mp3,Breathing,Miscellaneous
BM0MSMJBCrA.mp3,"Motor vehicle (road),Flap,Accelerating, revving, vroom,Vehicle,Traffic noise, roadway noise,Car",Vehicle Sounds
Bm2nWL4QaK4.mp3,Squeak,Miscellaneous
bM8YGsAmeqE.mp3,"Music,Speech,Speech synthesizer",Human Sounds
BMcKVcaBDFk.mp3,Scissors,Miscellaneous
bMcuStzUhNo.mp3,"Rodents, rats, mice",Miscellaneous
BmEOuiVhP9U.mp3,"Video game music,Music",Musical Instruments
BmH5NYySQyY.mp3,"Drum and bass,Music,Dubstep",Musical Instruments
bMhgI_bEzq0.mp3,"Crunch,Speech,Inside, large room or hall",Human Sounds
BMizovbaUbc.mp3,Toothbrush,Miscellaneous
bMP3qOSuk-A.mp3,Car alarm,Vehicle Sounds
BMqxW3bs0iU.mp3,"Emergency vehicle,Siren,Police car (siren),Car passing by",Vehicle Sounds
bMRzBj7vqWY.mp3,"Music,Pour,Speech",Human Sounds
bmsmfDxDGa8.mp3,"Zither,Pizzicato",Miscellaneous
bmv356vIUAc.mp3,"Sheep,Bleat,Speech",Animal Sounds
BMxgDBoPv_0.mp3,"Electric piano,Keyboard (musical),Piano",Musical Instruments
bmZQpbNK7t4.mp3,Psychedelic rock,Miscellaneous
BmZW4hl7k6g.mp3,"Speech,Children playing,Inside, small room",Human Sounds
bN0IL8Qd3ww.mp3,"Laughter,Belly laugh",Human Sounds
BN63M3_lPCQ.mp3,"Traditional music,Music,Speech",Human Sounds
BNb8AV5xz20.mp3,"Buzzer,Music,Speech",Human Sounds
bNbT4l_bfh8.mp3,"Bird flight, flapping wings,Owl",Animal Sounds
bnC95hU7G_M.mp3,Background music,Miscellaneous
BnFJ87ZwU-A.mp3,"Male speech, man speaking,Speech,Hands",Human Sounds
BnhNPNP64ik.mp3,"Train whistle,Steam whistle,Steam,Hiss",Vehicle Sounds
BNJh10pkuAw.mp3,"Toot,Vehicle,Speech",Human Sounds
bNLZqqpaX70.mp3,"Purr,Speech",Human Sounds
BnMj7aNQglA.mp3,"Goat,Domestic animals, pets,Speech,Animal",Animal Sounds
bNnPlHOJ36w.mp3,"Stir,Frying (food)",Miscellaneous
bnohizQcIo0.mp3,"Conversation,Music,Speech",Human Sounds
BnovYnY1UpM.mp3,"Hubbub, speech noise, speech babble,Speech,Outside, urban or manmade",Human Sounds
bnTxTz2ToZY.mp3,"Music,Soundtrack music",Musical Instruments
bnW8Tfwb-DQ.mp3,"Creak,Mechanisms",Miscellaneous
bNwccgjFECs.mp3,"Marimba, xylophone,Glockenspiel,Mallet percussion",Miscellaneous
BNxyMPVM3U8.mp3,Clang,Miscellaneous
bNY5Y_cjs-8.mp3,Raindrop,Environmental Sounds
BO4_rh2QfA0.mp3,"Tap,Speech",Human Sounds
BO99j_lS9Rc.mp3,"Singing,Music,Psychedelic rock",Human Sounds
BObh9pDaqdU.mp3,"Sink (filling or washing),Water",Environmental Sounds
BObRXW-Ld7k.mp3,"Slap, smack",Miscellaneous
BOcmUK8MUJw.mp3,"Music,Shuffle,Speech",Human Sounds
BOesy8KQleA.mp3,"Vehicle,Speech,Air brake",Human Sounds
BoeZQKVuwA4.mp3,"Steam,Hiss",Miscellaneous
BojCkFK3pNg.mp3,"Harpsichord,Keyboard (musical)",Miscellaneous
BOjDttEtfGI.mp3,"Fowl,Cluck,Chicken, rooster",Animal Sounds
BOJOxMrM1aM.mp3,Eruption,Miscellaneous
BOnjtEKArXk.mp3,"Bicycle,Vehicle,Speech",Human Sounds
BOOgP_e6-kQ.mp3,Thunk,Miscellaneous
boWwhGMmIDk.mp3,Crushing,Miscellaneous
BoWZqMDslRg.mp3,"Music,Dental drill, dentist's drill",Musical Instruments
bOYfppNwrhk.mp3,"Domestic animals, pets,Howl,Dog,Animal",Animal Sounds
Bp8cbZQmIzQ.mp3,"Cattle, bovinae,Moo,Livestock, farm animals, working animals",Animal Sounds
BpB7qp4bn-4.mp3,"Stomach rumble,Speech",Human Sounds
bpcy8yPHk6I.mp3,"Walk, footsteps,Animal",Animal Sounds
BpDu70Sa6qo.mp3,Toothbrush,Miscellaneous
BPdZbU64uPw.mp3,Skateboard,Miscellaneous
BPFA7RzzJdM.mp3,"Clock,Music,Inside, small room",Musical Instruments
BPGZsM5gWO4.mp3,"Sneeze,Music",Musical Instruments
bpKr8FCVfm8.mp3,Sonar,Miscellaneous
bpM749nf0Xw.mp3,"Snoring,Speech",Human Sounds
BPMejKpojCU.mp3,"Groan,Speech",Human Sounds
bPO_7uZfNng.mp3,Jingle bell,Miscellaneous
Bpq3_eIfVQc.mp3,"Yip,Speech",Human Sounds
Bpu4dXxMhOs.mp3,"Vehicle,Traffic noise, roadway noise",Vehicle Sounds
bPWbeWf5xNI.mp3,Music of Latin America,Musical Instruments
bPYbRSI16IY.mp3,"Didgeridoo,Music,Speech",Human Sounds
bpYciusD_Bo.mp3,"Music,Shout",Human Sounds
BQ1JuiTKfAQ.mp3,String section,Miscellaneous
bQ9vpp_yXvk.mp3,Orchestra,Miscellaneous
bqbv_jZjuTM.mp3,"Toilet flush,Water",Environmental Sounds
bqceqpjTZxU.mp3,Squeak,Miscellaneous
BQDNTaaFO6g.mp3,"Slam,Speech",Human Sounds
bqe16Oxq_oQ.mp3,Belly laugh,Miscellaneous
bqehV09nnKQ.mp3,"Water,Speech,Breathing",Human Sounds
BqENDPYWYKo.mp3,"Jingle (music),Music",Musical Instruments
bqeVxA97TQU.mp3,"Electronic music,House music,Music,Dubstep,Electronic dance music",Musical Instruments
BQikVnHehaM.mp3,"Echo,Music,Speech",Human Sounds
bQIxlZW4uEs.mp3,"Busy signal,Sidetone,Speech",Human Sounds
BqIZipifARo.mp3,"Guitar,Music,Musical instrument,Steel guitar, slide guitar,Plucked string instrument",Musical Instruments
BqMSWtqXvws.mp3,"Music,Electronica",Musical Instruments
BQOewFB5bw4.mp3,"Wild animals,Animal",Animal Sounds
bqPkbvp8PK4.mp3,"Field recording,Vehicle,Car,Outside, urban or manmade",Vehicle Sounds
BqQxzzVkToc.mp3,"Conversation,Music,Speech",Human Sounds
BqUmykGH5iA.mp3,"Fart,Music,Speech,Outside, rural or natural",Human Sounds
bQV7q5VRaH0.mp3,"Motor vehicle (road),Engine knocking,Engine,Vehicle,Car",Vehicle Sounds
BQWPvKrN07c.mp3,"Boat, Water vehicle,Waves, surf,Wind,Sailboat, sailing ship,Wind noise (microphone)",Environmental Sounds
BqxTQshHqO4.mp3,"Lawn mower,Speech",Human Sounds
BQ_KrefFiTw.mp3,"Traditional music,Music",Musical Instruments
